"nombre","ABEJORRAL","ABRIAQUI","ALEJANDRIA","AMAGA","AMALFI","ANDES","ANGELOPOLIS","ANGOSTURA","ANORI","ANTIOQUIA","ANZA","APARTADO","ARBOLETES","ARGELIA","ARMENIA","BARBOSA","BELLO","BELMIRA","BETANIA","BETULIA","BOLIVAR","BRICEÃO","BURITICA","CACERES","CAICEDO","CALDAS","CAMPAMENTO","CAÃASGORDAS","CARACOLI","CARAMANTA","CAREPA","CARMEN DE VIBORAL","CAROLINA","CAUCASIA","CHIGORODO","CISNEROS","COCORNA","CONCEPCION","CONCORDIA","COPACABANA","DABEIBA","DON MATIAS","EBEJICO","EL BAGRE","ENTRERRIOS","ENVIGADO","FREDONIA","FRONTINO","GIRALDO","GIRARDOTA","GOMEZ PLATA","GRANADA","GUADALUPE","GUARNE","GUATAPE","HELICONIA","HISPANIA","ITAGUI","ITUANGO","JARDIN","JERICO","LA CEJA","LA ESTRELLA","LA PINTADA","LA UNION","LIBORINA","MACEO","MARINILLA","MEDELLIN","MONTEBELLO","MURINDO","MUTATA","NARIÃO","NECHI","NECOCLI","OLAYA","PEÃOL","PEQUE","PUEBLORRICO","PUERTO BERRIO","PUERTO NARE-LA MAGDALENA","PUERTO TRIUNFO","REMEDIOS","RETIRO","RIONEGRO","SABANALARGA","SABANETA","SALGAR","SAN ANDRES","SAN CARLOS","SAN FRANCISCO","SAN JERONIMO","SAN JOSE DE LA MONTAÃA","SAN JUAN DE URABA","SAN LUIS","SAN PEDRO","SAN PEDRO DE URABA","SAN RAFAEL","SAN ROQUE","SAN VICENTE","SANTA BARBARA","SANTA ROSA DE OSOS","SANTO DOMINGO","SANTUARIO","SEGOVIA","SONSON","SOPETRAN","TAMESIS","TARAZA","TARSO","TITIRIBI","TOLEDO","TURBO","URAMITA","URRAO","VALDIVIA","VALPARAISO","VEGACHI","VENECIA","VIGIA DEL FUERTE","YALI","YARUMAL","YOLOMBO","YONDO-CASABE","ZARAGOZA"
"ELVIRA PATRICIA VELEZ CALDERON",1,0,0,4,0,2,1,0,0,1,0,5,2,0,0,10,39,0,0,1,2,0,0,0,2,7,0,1,0,0,1,2,0,0,4,0,1,1,0,13,0,10,0,1,0,25,2,0,0,10,1,1,0,2,0,1,0,25,1,0,1,4,6,0,0,0,10,6,201,0,0,0,0,1,7,0,0,0,1,2,0,2,9,4,10,0,5,0,0,0,7,1,0,7,4,0,1,0,0,4,0,4,4,1,1,0,2,0,0,0,0,3,13,0,0,0,0,1,1,1,1,1,0,0,2
"ANDRES PEREZ BERRIO",0,2,1,2,3,4,0,3,0,9,0,62,37,0,4,11,150,0,0,3,5,0,2,3,0,35,0,11,3,1,10,36,0,15,129,1,3,3,1,33,1,0,0,3,0,108,13,2,0,15,0,3,1,13,6,3,3,137,4,7,4,17,21,1,4,2,2,32,975,0,0,2,1,0,4,0,10,0,1,3,5,1,0,3,57,3,20,1,2,3,0,8,0,9,1,4,6,1,6,4,1,7,6,6,8,2,6,11,1,2,3,1,22,0,74,1,0,3,1,0,5,3,2,2,1
"OSCAR ANTONIO CALLE GUZMAN",0,0,0,1,1,0,0,0,2,1,1,8,2,0,0,1,18,0,1,0,0,0,0,1,0,5,0,1,0,0,5,2,0,6,24,0,0,0,0,3,2,1,2,2,0,8,4,0,0,4,0,0,1,3,0,0,0,14,0,0,0,2,2,0,0,0,0,8,115,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,4,1,0,1,0,1,0,0,0,5,0,0,0,1,0,1,0,0,2,1,1,1
"TATIANA FERNANDEZ MAYA",0,1,0,3,2,1,0,4,0,1,3,0,0,0,0,15,15,6,3,3,6,2,2,1,0,4,0,3,0,2,0,0,0,2,3,1,1,1,2,5,1,2,0,1,1,16,3,1,0,2,1,0,1,1,0,0,1,9,1,0,1,2,2,0,0,19,0,6,119,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,4,5,6,3,1,2,0,0,2,0,4,8,0,0,2,2,0,3,1,17,0,1,1,0,8,0,0,1,2,1,0,4,1,3,1,0,0,3,0,0,1
"MARIO ALBERTO YEPES LONDOÃO",0,0,1,1,0,0,0,0,0,0,0,8,5,1,0,1,24,1,0,0,0,0,0,3,0,2,0,0,0,0,6,2,0,1,3,0,2,2,1,12,1,0,0,1,0,57,1,3,1,7,1,0,0,2,0,3,0,25,0,2,0,3,5,0,0,0,0,17,328,0,0,0,0,0,3,0,3,0,0,1,6,1,1,1,5,0,4,1,0,2,0,1,0,2,0,0,0,0,2,0,0,3,0,3,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"CARMEN ELISA OCAMPO CARDONA",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"JESUS ARCADIO VELEZ GIRALDO",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,29,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1,1,1,0,0,0,6,1,0,0,0,0,7,0,0,0,1,0,0,0,2,1,0,0,6,0,0,0,1,0,0,0,0,0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"LUIS ALEXANDER NARANJO LEON",0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,1,1,0,1,1,1,0,0,0,1,0,9,1,0,0,3,0,0,0,2,0,0,0,8,2,0,1,0,1,0,0,0,0,1,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"CARLOS MARIO ALVAREZ GOMEZ",0,0,0,2,0,1,0,0,0,0,0,4,3,3,0,0,21,0,1,0,2,0,0,2,0,3,0,0,0,0,6,5,0,3,11,0,2,0,1,4,0,2,1,9,1,12,2,0,0,1,0,1,0,5,2,0,2,22,0,4,0,11,3,0,1,1,0,0,98,1,0,0,1,2,2,0,2,1,0,1,0,2,0,0,5,0,5,5,0,0,0,1,0,0,6,0,0,0,2,5,0,1,0,3,0,2,0,2,1,0,0,0,3,0,6,0,0,0,0,0,0,3,1,0,0
"LILIANA MARIA BOLIVAR CANO",0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,10,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
