"dane","municipio","departamento","potencial","total","senado.nal","senado.ind","blancos","sin.marcar","nulos","abstencion","CAMBIO RADICAL","CDMFCG","CONSERVADORES","LA U","LIBERALES","MIRA","PDA","POC","VERDES","validos"
76520,"PALMIRA","Valle",243105,98678,78881,2158,5875,4676,12963,59.4093087349088," 7933","10236"," 5791","25117"," 7462"," 2875"," 4535"," 5788"," 3269",86914
76563,"PRADERA","Valle",38852,17853,14685,243,524,1006,1919,54.0486976217441,"2767","1201","1205","3488","2973"," 401"," 900"," 896"," 330",15452
76606,"RESTREPO","Valle",14177,5118,4057,132,176,402,527,63.8992734711152," 355"," 545","1003"," 450","1030"," 101","  71"," 179"," 147",4365
76616,"RIOFRIO","Valle",15980,7734,6092,169,163,637,836,51.6020025031289," 205"," 382","2761"," 983"," 114"," 146"," 569"," 694","  75",6424
76622,"ROLDANILLO","Valle",27533,14307,12378,168,563,768,993,48.0369011731377," 381","1205","5209","1838"," 674"," 268"," 324","1677"," 239",13109
76670,"SAN PEDRO","Valle",14412,6727,5910,121,169,293,403,53.323619206217," 336"," 390"," 734","1858"," 585"," 222"," 199","1340","  77",6200
76736,"SEVILLA","Valle",36728,15346,12400,225,777,1255,1466,58.2171640165541,"1016","2214","2118","2045","1324","1474"," 437"," 538"," 457",13402
76823,"TORO","Valle",12349,5127,4280,40,130,381,426,58.4824682160499," 303"," 479","1788"," 764"," 107","  24"," 113"," 486","  86",4450
76828,"TRUJILLO","Valle",15464,6491,5175,103,178,545,668,58.0250905328505,"  99","1186","1740"," 465"," 175"," 165"," 222"," 833"," 112",5456
76834,"TULUA","Valle",146731,66163,55078,1322,3936,3485,6278,54.9086423455166," 2764"," 8170"," 7998","15484"," 6185"," 3755"," 2840"," 1857"," 2089",60336
76845,"ULLOA","Valle",4646,2259,1859,38,42,166,196,51.3775290572536," 37"," 83","776","768"," 67"," 35"," 30"," 10"," 11",1939
76863,"VERSALLES","Valle",7931,3305,2811,25,63,268,201,58.328079687303,"  41"," 405","1843"," 187","  57","  11","  45","  80","  79",2899
76869,"VIJES","Valle",10065,4468,3991,42,133,188,247,55.6085444610035," 225"," 205","2418"," 352"," 267","  82"," 109","  43"," 157",4166
76890,"YOTOCO","Valle",13490,5897,4815,82,198,408,592,56.286137879911," 468"," 341"," 763","1858"," 498","  43"," 121","  88"," 437",5095
76892,"YUMBO","Valle",93363,38987,31534,1314,1907,2840,3299,58.2414875271789,"5880","2171","4574","5747","3028"," 917","2468","1068","3774",34755
76895,"ZARZAL","Valle",35707,16549,14339,208,649,897,1105,53.6533452824376,"1119"," 725","3802","2718","3061"," 384"," 348","1264"," 269",15196
97511,"BUENOS AIRES (PACOA)","Vaupés",992,415,76,258,2,60,21,58.1653225806452,"34"," 4"," 1"," 5","15"," 1"," 2"," 4"," 8",336
97161,"CARURU","Vaupés",1625,836,396,158,9,228,54,48.5538461538462," 48","  9"," 29","172","116","  0","  6","  4","  3",563
97001,"MITU","Vaupés",14685,7337,3410,2027,203,1714,186,50.0374531835206,"436","549","408","572","546"," 29","179","270","218",5640
97777,"MORICHAL (PAPUNAGUA)","Vaupés",105,39,9,30,1,0,0,62.8571428571429,"1","0","6","0","1","0","0","0","0",40
97666,"TARAIRA","Vaupés",1335,388,234,14,20,128,12,70.936329588015,"61","10","14","96","23"," 0"," 1"," 3"," 6",268
97889,"YAVARATE","Vaupés",865,187,66,51,3,66,4,78.3815028901734,"11"," 1"," 8","11","17"," 0"," 9"," 4"," 2",120
99773,"CUMARIBO","Vichada",17769,6650,3305,1129,156,1885,331,62.575271540323," 141"," 643"," 433","1187"," 279","  57","  73"," 121"," 215",4590
99524,"LA PRIMAVERA","Vichada",6819,4434,3420,107,95,679,228,34.9758029036516," 347","1776"," 106"," 618"," 262","  25","  73","  57","  61",3622
99001,"PUERTO CARREÃO","Vichada",15347,7019,5355,248,290,976,440,54.2646771355965," 569","1406"," 257","1351"," 591","  30"," 113"," 446"," 302",5893
99624,"SANTA ROSALIA","Vichada",2852,1817,1289,71,43,353,104,36.2903225806452,"154","447"," 25","337"," 94","  3"," 32","  9","145",1403
NA,"AFRICA","Consulados",22,13,13,0,0,0,0,40.9090909090909,"0","4","3","2","2","0","0","0","2",13
276,"ALEMANIA","Consulados",2727,481,461,6,13,0,14,82.3615694902824," 17"," 28","114","136"," 17","  9"," 55"," 19"," 53",480
32,"ARGENTINA","Consulados",4511,621,601,20,29,0,0,86.2336510751496," 28"," 90"," 36"," 44"," 52"," 74","155","  1"," 92",650
533,"ARUBA","Consulados",2964,364,318,7,16,8,31,87.719298245614," 27","138"," 11"," 32"," 16"," 53"," 11","  2"," 12",341
36,"AUSTRALIA","Consulados",3240,417,382,2,63,0,33,87.1296296296296,"26","92","18","13","66","14","38"," 1","51",447
40,"AUSTRIA","Consulados",492,107,97,5,10,0,5,78.2520325203252," 1","11"," 4"," 9"," 7","17","19"," 0","19",112
56,"BELGICA","Consulados",1406,256,226,13,13,2,15,81.7923186344239," 9","46"," 7","12","23"," 8","56"," 0","52",252
68,"BOLIVIA","Consulados",679,83,71,0,4,0,12,87.7761413843888," 4","18"," 4","12"," 2","23"," 1"," 0"," 3",75
76,"BRASIL","Consulados",1679,557,543,6,14,0,8,66.8254913639071," 13"," 19","283","135","  5","  2"," 24"," 38"," 10",563
124,"CANADA","Consulados",15143,2187,1943,25,122,25,194,85.557683418081," 80","592"," 75","144","147","298","242"," 19","224",2090
152,"CHILE","Consulados",4151,703,637,9,48,4,53,83.0643218501566," 40","104"," 33"," 50"," 32","231"," 46","  6"," 47",694
156,"CHINA REPUBLICA POPULAR","Consulados",404,101,92,2,7,0,7,75," 8","17"," 5"," 4","14"," 5","15"," 0","17",101
196,"CHIPRE","Consulados",27,0,0,0,0,0,0,100,"0","0","0","0","0","0","0","0","0",0
410,"COREA DEL SUR","Consulados",99,18,18,0,0,0,0,81.8181818181818,"5","2","3","2","0","0","4","0","2",18
188,"COSTA RICA","Consulados",7524,926,823,7,20,6,90,87.6927166400851," 26","289"," 61"," 59"," 44","242"," 30","  2"," 50",850
192,"CUBA","Consulados",207,13,13,0,0,0,0,93.719806763285,"1","1","0","0","3","0","3","0","5",13
NA,"CURAZAO","Consulados",1331,119,106,1,1,1,11,91.0593538692712," 4","56"," 8"," 7"," 8","12"," 5"," 0"," 5",108
208,"DINAMARCA","Consulados",46,19,17,0,1,1,1,58.695652173913,"0","2","0","0","1","7","2","0","4",18
218,"ECUADOR","Consulados",21439,3303,2859,44,76,100,300,84.5934978310556," 210"," 366"," 298"," 510"," 121","1095","  83","   5","  95",2979
818,"EGIPTO","Consulados",106,12,11,0,1,0,1,88.6792452830189,"0","0","0","4","1","0","4","0","1",12
222,"EL SALVADOR","Consulados",466,116,111,4,4,0,1,75.1072961373391," 6","55"," 6","18"," 7"," 0"," 4"," 0","11",119
784,"EMIRATOS ARABES UNIDOS","Consulados",566,248,201,13,19,2,32,56.1837455830389," 7","32","14","89"," 6"," 9","14"," 1","10",233
724,"ESPAÃA","Consulados",83385,7933,7246,136,339,149,402,90.4862984949331," 175"," 449"," 319"," 531"," 318","4246"," 321","  59"," 489",7721
840,"ESTADOS UNIDOS","Consulados",190780,10567,9470,104,237,148,845,94.4611594506762," 289","4161"," 446"," 948"," 568","1944"," 355","  54"," 468",9811
608,"FILIPINAS","Consulados",53,4,4,0,0,0,0,92.4528301886792,"0","4","0","0","0","0","0","0","0",4
246,"FINLANDIA","Consulados",45,19,17,1,1,0,1,57.7777777777778,"0","2","1","1","0","1","6","0","5",19
250,"FRANCIA","Consulados",6812,772,705,22,7,5,40,88.667058132707," 31"," 79"," 24"," 40"," 42","118","196","  7","161",734
300,"GRECIA","Consulados",45,0,0,0,0,0,0,100,"0","0","0","0","0","0","0","0","0",0
320,"GUATEMALA","Consulados",708,115,102,2,6,0,11,83.7570621468927," 5","60"," 1","11"," 7"," 2"," 4"," 0"," 6",110
528,"HOLANDA","Consulados",1503,179,174,3,6,1,1,88.0904856952761," 4","22","10"," 7","17","62","13"," 0","33",183
340,"HONDURAS","Consulados",440,42,38,0,2,0,4,90.4545454545455," 3","22"," 0"," 2"," 8"," 1"," 0"," 0"," 0",40
356,"INDIA","Consulados",85,14,13,0,2,0,1,83.5294117647059,"0","1","1","0","1","1","1","1","5",15
360,"INDONESIA","Consulados",184,60,52,1,1,0,7,67.3913043478261," 5","19"," 0"," 6"," 8"," 0"," 3"," 0","10",54
826,"INGLATERRA","Consulados",8919,1034,909,13,66,20,92,88.4067720596479," 32","157"," 44"," 62"," 58","256","110"," 11","113",988
372,"IRLANDA","Consulados",87,33,26,7,0,0,0,62.0689655172414,"0","6","5","3","0","1","4","0","7",33
376,"ISRAEL","Consulados",762,55,51,2,3,0,2,92.7821522309711," 0","17"," 6"," 2"," 5"," 9"," 5"," 0"," 4",56
380,"ITALIA","Consulados",4846,372,334,11,28,2,25,92.3235658274866,"15","55","25","36","34","43","43","11","44",373
388,"JAMAICA","Consulados",204,15,14,0,0,0,1,92.6470588235294,"1","3","0","4","6","0","0","0","0",14
392,"JAPON","Consulados",809,47,46,0,6,0,1,94.1903584672435," 3","12"," 2"," 6"," 2"," 1"," 4"," 2"," 8",52
404,"KENIA","Consulados",66,50,50,0,0,0,0,24.2424242424242," 0"," 0"," 8","31"," 0"," 0"," 0","11"," 0",50
422,"LIBANO","Consulados",665,100,93,0,1,0,7,84.9624060150376,"31","18"," 6","19","16"," 0"," 1"," 0"," 1",94
458,"MALASIA","Consulados",92,21,20,0,2,0,1,77.1739130434783," 1","10"," 4"," 0"," 1"," 0"," 1"," 0"," 1",22
504,"MARRUECOS","Consulados",17,4,3,1,1,0,0,76.4705882352941,"1","0","0","0","0","0","1","0","0",5
484,"MEXICO","Consulados",3876,571,512,6,34,0,53,85.2683178534572," 20","144"," 21"," 49"," 39"," 71"," 76","  7"," 51",552
558,"NICARAGUA","Consulados",229,54,48,0,1,0,6,76.4192139737991," 5","15"," 3"," 7"," 4"," 2"," 3"," 0"," 8",49
578,"NORUEGA","Consulados",104,21,21,0,1,0,0,79.8076923076923,"1","0","0","1","2","3","4","0","9",22
554,"NUEVA ZELANDIA","Consulados",138,61,54,2,16,0,5,55.7971014492754," 3"," 5"," 4"," 3","10"," 0"," 2"," 0","11",72
591,"PANAMA","Consulados",10542,861,780,10,30,9,62,91.8326693227092," 48","284","106","112"," 40","109"," 21","  6"," 24",820
600,"PARAGUAY","Consulados",259,59,53,1,1,0,5,77.2200772200772," 4","17"," 3","14"," 2"," 5"," 3"," 1"," 3",55
604,"PERU","Consulados",2472,525,444,6,28,1,74,78.7621359223301," 24","149"," 24"," 52"," 39"," 58"," 22","  9"," 39",478
616,"POLONIA","Consulados",96,25,25,0,1,0,0,73.9583333333333," 0","10"," 1"," 3"," 1"," 1"," 3"," 1"," 4",26
620,"PORTUGAL","Consulados",326,52,46,1,5,0,5,84.0490797546012,"12"," 9"," 3"," 4"," 4"," 1"," 4"," 0"," 4",52
630,"PUERTO RICO","Consulados",1226,315,310,1,3,0,4,74.3066884176183,"  0","  9","140","106","  1","  5"," 30","  1"," 15",314
214,"REPUBLICA DOMINICANA","Consulados",1726,247,223,1,15,6,17,85.6894553881808,"12","71","13","26"," 8","60"," 7"," 4"," 7",239
643,"RUSIA","Consulados",255,29,27,1,3,0,1,88.6274509803922," 0"," 3"," 0"," 2"," 2"," 1","11"," 0"," 5",31
710,"SUDAFRICA","Consulados",194,49,40,1,5,0,8,74.7422680412371," 3","16"," 1"," 6"," 0"," 2"," 1"," 0"," 6",46
752,"SUECIA","Consulados",1065,164,147,1,6,2,14,84.6009389671361," 6","16"," 5","10","10","41","23"," 0","30",154
756,"SUIZA","Consulados",2442,325,297,9,21,1,18,86.6912366912367,"12","59","13","15","12","61","48"," 2","54",327
764,"TAILANDIA","Consulados",51,25,24,0,2,0,1,50.9803921568627,"0","5","1","3","5","0","2","0","6",26
780,"TRINIDAD Y TOBAGO","Consulados",53,29,29,0,1,0,0,45.2830188679245," 1","12"," 0"," 5"," 7"," 0"," 1"," 0"," 2",30
792,"TURQUIA","Consulados",70,32,27,4,0,0,1,54.2857142857143," 2","11"," 2"," 5"," 2"," 1"," 1"," 0"," 3",31
858,"URUGUAY","Consulados",389,74,74,0,9,0,0,80.9768637532134," 0"," 9"," 2"," 7"," 8","18","10"," 1","10",83
862,"VENEZUELA","Consulados",176171,13553,11543,110,147,760,1140,92.3069063580271," 932","2201","1530","2660","1674","1242"," 450"," 145"," 562",11800
